Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
58900,86312,,,,,,
23892,72709,67765,117120,,,,
33760,53049,6313,42700,74048,95130,,
31478,34021,94390,112231,,,,
79096,111157,28051,41723,,,,
565,43266,86993,112191,,,,
99915,134142,,,,,,
126000,149724,,,,,,
37172,74306,46158,49483,,,,
56385,89091,,,,,,
54489,78755,43379,78061,,,,
55419,99450,,,,,,
120000,168446,,,,,,
128534,153216,69965,73221,,,,
241376,241777,,,,,,
602,42842,137,47044,,,,
71697,105393,122276,159987,,,,
24589,47006,,,,,,
36492,45840,80244,88390,,,,
122198,138716,149666,177269,,,,
8783,38460,,,,,,
27071,67338,151111,175102,,,,
23000,50109,,,,,,
112367,149252,,,10967,44548,,
64632,105880,18500,22591,,,,
21335,49317,34952,57792,,,,
138877,149902,,,,,,
63810,83472,15366,43041,,,,
73653,92317,,,,,,
6068,13928,3300,44630,,,,
124369,172018,39587,55340,,,,
92887,129712,179353,197488,,,,
47347,52408,68910,111303,,,32,42193
75714,119552,,,,,,
80182,121994,,,,,,
63678,67665,10,49506,,,,
5229,49240,177549,214924,,,,
250146,258021,176590,192448,,,,
17860,55376,20509,70208,,,,
168594,208943,14496,54472,,,,
40001,76149,7602,25844,,,,
43188,54577,,,,,,
82345,94705,88178,93111,,,,
53036,79545,105874,153537,,,,
19194,30390,,,70,9602,,
32418,37720,,,,,,
61834,77913,53477,102114,,,,
38287,86995,,,,,,
64503,90685,420,19708,,,,
54302,82135,,,1054,29122,,
758,47487,,,,,,
162206,170451,143650,188435,,,,
61447,107537,118149,155240,,,,
16064,64404,661,6725,778,18008,,
74757,107676,,,,,,
58131,60435,,,,,,
42829,54745,93175,100764,,,,
21045,30985,761,23027,,,,
68794,104140,,,,,,
40825,85717,,,,,,
232672,266028,,,,,,
37137,58732,,,,,,
24641,72523,97538,102927,,,,
95516,108080,,,,,,
215,8586,86,14523,,,,
105505,155443,,,,,,
16208,21361,,,,,,
51002,90116,25481,39795,,,,
88696,109766,,,,,,
80663,95501,,,,,,
23627,47761,242724,254426,,,,
154312,199859,108912,110621,81114,83562,,
43441,44799,,,,,,
83489,130508,117110,121339,158162,206244,,
88925,137658,,,,,,
66539,99105,,,,,,
74059,94130,,,,,,
86017,121863,53608,68168,,,,
60590,99749,46899,82417,,,,
12078,33846,25385,34924,,,,
11322,38863,,,,,,
57268,93094,,,,,,
94262,95409,,,,,,
105097,141564,999999,1030915,,,,
73373,100468,100030,120761,,,,
286,44605,855,29686,,,,
112750,156423,76500,111303,74109,104678,,
119105,159373,,,15460,31773,,
65010,102366,108193,116519,,,,
67285,85941,,,,,,
70912,95248,,,,,,
41000,45519,77000,121738,,,,
63000,96651,,,,,,
0,39027,,,,,,
67510,84756,,,,,,
20000,64568,,,,,,
122281,134543,13292,21196,,,,
7756,41642,,,,,,
12718,26578,22484,55496,,,,
48630,72165,55249,99971,,,,
73000,88439,,,,,,
30173,36463,88711,128959,,,,
54404,69749,117680,135000,,,,
80299,90350,,,,,150000,185514
49000,54101,54436,79362,124000,148791,,
129620,141380,,,,,,
36117,83607,35946,57430,,,,
15714,59058,,,,,,
102898,110040,68567,98697,,,,
8425,57487,140010,157584,,,,
41079,68357,,,,,59000,104843
3567,16284,141547,143510,,,,
21459,39114,,,,,,
84,37973,,,,,,
21783,23089,,,,,,
53600,96196,,,,,,
36057,36762,,,,,,
60000,64299,,,,,,
35823,60145,33332,74168,,,,
17176,60722,,,,,,
35679,82375,,,,,,
114740,146569,,,,,,
109000,110896,,,,,,
18,30947,83197,115932,73482,94710,,
78870,84411,,,,,,
62969,68139,28000,74986,,,,
21006,51787,31055,56914,,,,
182429,208990,28038,69659,,,,
155840,161249,,,,,,
21860,41678,,,,,,
54475,87233,,,,,,
50900,91988,,,,,,
51655,71597,,,,,,
42500,90782,,,,,,
8275,29736,38318,51076,,,,
102012,102041,50000,64609,,,,
132911,157287,100792,107938,,,,
120900,143968,226500,235462,,,,
18438,18718,41658,78786,,,,
60814,109365,,,,,,
49864,70665,,,4168,17609,,
94580,106437,150563,188696,,,,
34041,64578,26458,33880,,,,
72586,97310,,,1080,44337,,
185000,195732,,,,,,
60571,72611,6566,34336,,,,
42562,62699,,,,,,
130669,173560,12575,50746,,,,
130579,161680,,,,,,
225476,257223,,,,,,
139249,165112,,,,,,
114452,163448,,,,,,
1100,11524,0,8239,,,,
48337,77532,,,,,,
50350,56530,18421,25406,27714,63904,64784,81011
5000,29860,127000,174968,,,,
65294,106512,,,,,,
284884,301799,,,,,,
121165,169646,112398,151943,,,,
57094,84436,29801,62791,,,,
113995,131484,,,,,,
8,24569,,,,,,
67142,67604,41572,67149,,,,
150300,154181,73712,97525,,,,
25999,72837,,,,,,
175238,178202,,,,,,
34094,63092,152145,161536,,,,
80173,115992,8927,30349,,,,
176805,178487,,,,,,
17890,56584,,,,,,
51781,64426,76284,79629,,,,
18,11481,,,,,,
58885,80929,,,,,,
69697,89959,,,,,,
82398,122405,,,,,,
37000,52365,,,,,,
41894,88357,,,,,,
44109,79668,,,,,,
90550,107924,,,,,,
189764,226424,,,,,,
76675,125679,106321,108253,,,,
0,16019,,,,,,
96421,144221,,,,,,
302,35723,35258,78883,,,,
28000,61555,,,,,,
48300,77749,,,,,,
74054,81142,,,,,,
42820,45113,,,,,,
200029,239872,,,,,,
102,30911,36000,77135,6,19107,,
29500,64010,,,51244,68501,,
52000,76269,5000,29720,,,,
9496,48684,,,,,,
164334,195366,85742,90194,,,,
12200,22134,,,,,,
19623,23794,27967,35521,,,,
133895,179791,,,,,,
57352,96274,,,,,,
58918,75349,,,,,,
130000,149248,,,,,,
9550,42277,,,,,,
63376,72859,14900,46238,,,,
199508,224495,,,,,,
178188,225749,69202,115256,,,,
274843,292100,,,,,,
73980,80861,,,,,,
46000,66004,,,,,,
100322,126216,,,,,,
176849,226418,74263,110455,,,,
129492,165696,,,,,,
82263,125664,,,,,,
207367,213521,43342,86228,,,,
45582,79964,,,,,,
158971,184491,,,,,,
6779,10256,,,484,34802,,
50274,75029,76609,86069,82592,112604,,
244297,277960,0,45964,,,,
63025,97519,142224,175918,,,,
98075,117891,19316,46435,,,,
15326,37817,,,,,,
29451,48349,70270,108000,,,,
152459,186337,,,,,,
70000,83749,200000,201914,,,,
83664,127645,106368,139178,,,,
120000,153262,113000,134171,,,,
119789,141358,,,144663,166803,,
50020,62785,,,,,,
35562,67937,,,,,,
99603,116858,,,,,,
33788,39801,,,,,,
7924,30223,,,20090,55282,,
197242,212848,,,,,,
10646,21683,73174,78166,,,,
127954,173673,,,,,,
77726,103858,,,,,,
27321,28094,,,,,,
76000,80753,,,,,,
31015,65778,,,105214,119686,,
36504,67822,15125,47568,,,,
55738,76532,111461,151934,,,,
2724,27876,,,,,,
63038,108624,70519,73122,,,,
132749,182310,6037,17932,,,,
37000,51395,71382,117494,,,,
73776,114880,,,,,,
66067,86423,,,,,114000,126811
127685,151363,,,,,,
61635,86602,,,221892,243817,,
56403,95019,,,,,,
13000,13210,30000,37167,,,,
70000,100883,,,,,,
73306,105238,59950,78183,,,,
74756,85956,,,67500,105817,,
70161,119119,200434,218952,,,,
42075,69597,38500,43778,31330,34448,,
5640,38218,153144,161967,,,,
49035,52301,,,70082,97724,,
76108,112553,7638,36981,,,,
47670,87998,54779,104423,,,,
14870,17292,16589,33507,,,,
130426,166734,12571,45182,,,,
72000,100763,,,,,,
27764,62812,,,,,,
65984,115004,134480,170084,112210,161587,,
5637,55221,,,,,,
44,29516,43000,83932,,,,
148500,155598,34189,41757,,,,
56000,104418,,,35000,59287,,
49420,81842,25,38988,12000,22732,,
10429,22730,,,,,,
55386,93401,,,,,,
95233,135107,27174,32536,,,,
11,4990,23000,25129,,,,
80027,128643,,,,,,
14000,62351,,,,,,
2220,3450,15754,43740,,,,
30890,31635,,,,,,
26765,34853,,,,,,
7142,12260,19179,49970,,,,
52454,97002,,,,,,
140794,143642,72617,107387,,,,
4000,21391,,,,,,
52443,69516,73886,110701,,,,
39414,47681,,,,,,
70973,113596,,,,,,
7767,34999,,,,,,
6795,46820,,,,,,
40084,51425,49043,66481,,,,
124957,127178,41137,80779,,,,
30000,74452,,,,,,
9500,47219,52000,75295,88766,90339,,
121000,158922,61000,67697,,,,
84639,95261,96239,103359,,,,
189075,227839,,,,,,
46361,58343,,,,,,
180683,202357,,,,,,
74520,88440,48360,58044,,,,
163937,190585,,,,,,
31387,63556,,,,,,
15632,46452,,,,,,
0,2486,,,,,,
62587,64811,40178,57082,,,,
111531,144757,,,,,,
31997,39903,,,,,,
15000,60622,8000,33837,9,27268,,
0,7145,0,27711,,,,
14263,26873,20,116,,,,
189,12585,,,,,,
122258,122621,118348,120230,,,,
172524,206990,49904,89990,,,,
34102,39741,2100,2830,20,47620,,
32140,62936,107720,148216,,,,
468,22251,,,,,,
35616,67154,,,,,,
41003,49113,,,,,,
5763,42967,24578,29764,,,,
1577,30798,55498,57719,,,,
56600,86856,,,,,100000,114780
154361,196795,109498,133258,81286,99877,,
124836,167832,6828,53256,,,,
65543,69505,,,,,,
25783,44134,,,,,,
26132,27198,,,1000,24402,,
713,18020,91737,97267,,,,
72289,74085,,,,,,
74786,93882,,,,,,
112949,136010,94948,136336,,,,
9006,49047,,,,,,
38534,76217,100409,100633,,,,
182235,208106,,,,,,
35977,50297,14453,21670,,,,
101872,131052,62082,110646,157760,190518,,
42346,68892,,,,,,
22000,59291,12000,27466,,,,
74336,77221,,,,,,
47500,94129,161330,174202,92004,101871,,
141960,180014,120601,165314,,,,
87330,114786,83660,133621,,,,
47778,69358,,,,,,
114000,149139,,,94542,113057,,
131140,149502,,,,,,
340638,367467,,,,,,
48847,61034,439,3161,,,,
42978,49895,130930,137307,,,,
76993,79867,20393,45185,,,,
6906,25495,,,,,,
34,24034,111111,133373,,,,
10000,12421,78000,107411,,,,
83346,129330,39092,61096,80663,99593,,
47252,81341,99616,107304,,,,
57378,97044,,,,,,
12200,20557,,,,,,
15025,39009,,,74293,99689,11476,34623
41728,81409,85000,104854,,,,
121000,164278,112000,124037,,,,
32128,56261,,,,,,
74408,104941,184962,229865,,,,
18258,66989,,,,,,
54298,57655,,,,,,
137424,167582,,,,,,
65000,93706,,,,,,
575,41100,95,28136,,,,
69526,91144,,,,,,
66520,74887,,,,,,
2377,26966,,,,,,
42000,64569,60000,107810,,,,
76000,106727,106000,146747,,,,
886,17479,,,,,,
49975,64256,,,,,,
161924,182991,,,,,,
63678,83274,,,,,,
44000,63450,,,,,,
42123,63905,,,,,,
131990,151687,7840,26033,,,,
92175,133115,88103,111622,,,,
66457,106165,,,,,114133,139886
36739,63241,,,,,,
80500,104906,,,,,,
149331,197684,,,2839,36066,,
4,34340,11,9464,,,,
129747,143662,114399,150645,,,,
58625,89469,,,,,,
0,44782,,,25336,27840,,
33785,43817,,,,,,
108949,137808,,,,,,
20,10853,77470,94103,,,,
125515,170132,69224,106890,,,,
137112,145727,,,,,,
284506,321783,,,,,,
17000,25071,,,,,,
60000,105961,,,,,,
878,33701,802,24826,2360,46237,,
5372,18470,,,,,,
46097,95235,,,,,,
11481,22214,,,,,,
128392,143297,124477,137163,87000,128668,14255,36553
6927,49802,76859,91795,,,,
26873,29205,,,,,,
33955,50957,48976,96319,,,,
48506,53653,1900,34019,,,,
54850,83333,,,,,,
36781,39591,,,,,,
57199,77070,,,,,,
47095,89390,153760,157957,,,,
17358,32574,97293,130039,,,,
102370,137175,,,,,,
37570,46380,,,,,,
56527,62173,,,,,,
70188,93102,,,,,,
30978,32301,,,,,,
176439,211358,,,,,,
89125,138860,,,,,,
44106,77715,,,,,,
38945,75684,,,,,,
55000,80891,9800,57947,13861,14550,,
13748,32157,110583,116575,,,,
24369,45866,68358,117008,,,,
60295,61504,,,,,,
20800,26462,,,129934,173245,,
30380,53992,25028,74699,,,,
60195,107097,,,,,,
32499,46449,,,,,,
36000,57542,49000,86669,,,,
60000,102755,,,,,,
59289,100893,,,,,,
21272,65652,,,,,,
507,5315,,,,,,
57500,103763,,,,,,
52418,89746,111051,111336,,,,
34970,48412,21000,25688,,,,
11724,26375,,,,,,
25845,34211,,,,,,
107865,148318,,,,,,
176999,203150,2495,11037,,,,
75000,88106,,,,,,
101595,149475,302670,335465,58920,95536,,
175000,185183,150000,161579,,,,
6270,20654,56938,63529,,,,
147998,168644,,,,,,
216665,246475,10044,22848,,,,
1647,44219,,,,,,
163985,173048,,,,,,
86220,107213,,,,,,
34795,80407,,,,,,
282,28261,47700,69640,,,,
46754,80255,,,,,,
84039,129394,85756,135236,,,,
1215,30958,,,,,,
21902,51899,,,,,,
112034,145931,,,,,,
60948,82450,91000,96792,,,,
129141,132328,,,,,,
81411,93842,148424,185751,,,,
66642,88970,,,,,,
59213,72985,,,,,,
30893,56891,151031,176334,,,,
147231,177646,43900,44553,,,,
45000,47540,,,,,,
135000,136381,,,,,,
47883,52560,,,,,,
0,24785,,,,,,
8,45014,,,,,,
78504,94228,,,93000,95761,,
190836,210222,,,,,,
88901,132957,,,,,,
89000,96581,11200,47518,,,,
117375,127440,,,,,,
23167,30634,,,100775,114474,,
17363,55351,18386,42352,,,,
80645,129152,66711,83317,,,,
15933,35944,,,,,,
33924,61079,11922,37663,,,,
130010,141839,8702,38176,,,,
42068,44912,,,,,,
39968,72031,40508,89516,,,,
153792,194845,,,,,,
14180,62411,,,,,,
65389,113314,,,,,,
8605,57221,137,15265,,,,
18410,66554,10,26717,,,,
26937,71382,,,,,,
38941,43559,,,,,,
52749,54973,40763,79714,,,,
41696,60321,75665,97975,,,,
127094,161910,,,,,,
0,10124,9500,22177,,,,
4290,22167,136839,138948,,,,
47817,79519,,,,,,
45,23261,21763,65414,,,,
46350,58115,211392,242971,,,,
8000,19285,54000,58806,,,14,634
42172,59737,8307,9460,,,,
12157,47857,19661,28838,,,,
188000,224367,,,,,,
140000,151584,20000,30857,,,,
8677,17191,106754,117665,,,,
26903,51880,,,,,,
100204,118995,,,,,181624,219095
12017,37729,,,,,,
142521,148142,,,87534,120559,,
22789,44361,,,,,,
81524,98321,48744,89976,,,,
17055,59258,68972,110048,135456,182594,,
7000,51776,,,,,,
95122,117330,,,,,,
79641,88662,8871,57571,,,,
29106,47970,,,,,,
208000,240386,160000,179347,,,,
139584,160803,,,82238,100090,,
120000,165615,,,,,,
2900,19173,,,,,,
16413,46025,,,,,,
96144,130507,51746,60812,,,,
142424,154095,13840,55112,,,,
67796,97298,,,,,,
150,11678,1591,26128,,,,
9603,38349,,,,,,
93247,95310,,,,,,
2708,45102,,,,,,
45356,86293,,,,,,
45562,53673,,,,,,
105100,151755,,,,,,
119000,165169,,,,,,
39908,83839,187644,204816,,,,
42046,90974,,,,,,
136875,151024,211493,255503,,,,
103620,144834,203808,210747,,,,
358544,391882,112660,140683,40845,77423,,
38548,81884,515,15390,,,,
23642,31504,231,21822,65001,82445,,
44084,46195,,,,,,
10,14259,,,,,,
53384,68517,,,,,,
24118,33838,,,,,,
8283,25805,,,,,,
116966,155520,39537,53832,93010,124504,,
31117,45400,52160,78810,,,,
54518,62793,,,,,,
20141,25896,5413,27341,,,,
8270,47885,,,,,,
115280,127264,81401,119630,,,,
100774,105011,,,,,,
48144,74395,,,,,,
63201,71566,,,,,,
18223,65083,98107,129507,,,,
184592,205610,,,,,,
69999,86001,82000,95791,,,,
68400,87184,100000,113816,,,,
72973,116284,,,,,,
158798,177531,32507,64836,,,,
125989,161019,,,,,65614,82487
110444,119571,,,,,,
75000,88991,,,,,,
124000,130918,,,,,,
137137,157633,72507,113224,,,,
56213,61762,,,35046,66922,,
118597,133552,,,,,,
138000,140093,,,,,,
90000,91312,,,,,,
40155,79218,,,,,,
48998,72053,,,712,46308,,
8864,55175,64081,82743,,,,
11399,14209,,,,,,
83262,92155,75881,109713,,,,
119498,124931,54191,81087,153647,166722,,
40535,48522,,,,,,
93201,99164,,,,,,
177399,193685,,,,,,
48678,72686,,,,,,
86806,122980,,,,,119024,149112
134160,143344,,,,,,
1463,7549,29801,35027,,,,
69401,103067,,,,,710,27600
27727,70503,,,,,,
2008,48372,,,,,,
110800,157587,,,,,,
66219,103656,59710,64780,62932,95184,,
96636,110220,,,,,,
5,3088,,,,,,
75646,89940,14511,22316,,,,
26223,65102,,,,,,
15229,31826,,,,,,
11871,43825,19050,30061,,,,
777,8865,157504,201206,,,,
12668,62516,,,,,,
6,27612,20000,36154,10,40791,,
180600,205471,,,,,,
7953,34294,134227,161732,,,,
11502,42237,46107,85979,,,,
162828,180246,226106,236986,,,,
42930,80428,15217,52025,,,,
14701,54497,36523,63568,22541,70776,,
6991,50472,76890,113831,,,,
108452,127128,,,,,,
54948,104466,,,,,,
31775,49929,,,,,,
95651,120154,,,,,,
913,43732,,,,,,
100222,120240,34602,57284,,,,
39661,60807,52679,82132,,,,
72485,116512,,,,,,
79250,102814,152175,194921,,,,
72305,88500,1548,3097,,,,
73716,107099,61927,104117,,,,
57697,62646,1727,11884,303,20819,,
23385,58990,62146,64778,70024,111976,,
8959,19316,15321,40279,,,,
32981,65529,108571,156060,,,,
28039,34433,,,,,,
90289,109580,,,,,,
35927,49042,,,,,,
90030,101540,,,,,,
23000,64866,,,,,,
19900,31376,,,,,,
94625,138526,5007,51195,,,,
0,38449,83000,86722,,,,
45987,78960,,,,,,
13395,35213,84720,110190,,,,
3906,16115,,,,,,
190841,202650,126305,130992,,,,
98000,132428,,,,,,
14313,16162,229298,277414,36391,57818,,
59375,104592,21633,33812,,,,
75357,86086,,,,,,
299987,309101,,,,,,
184693,220836,,,183946,198951,,
620,34750,,,,,,
540,4005,,,,,,
104500,139205,,,,,,
52408,54852,,,,,,
60000,61392,,,,,,
91000,137039,,,,,,
33500,34033,,,,,,
50460,55763,506,41784,,,,
115797,129724,87739,128716,,,,
33339,69558,,,,,,
14732,59943,856,23584,,,,
103752,140260,7733,38872,61369,62991,,
30,7127,,,,,,
12500,34585,9481,44399,,,,
56389,82966,74500,113004,,,,
99722,135359,65335,80348,,,,
673,36281,,,,,,
51833,100533,,,,,,
77681,85469,,,,,,
111096,141632,39627,43715,,,,
18255,19824,,,,,,
214074,253753,171463,185218,,,,
5548,19486,131642,167461,,,,
5263,23104,,,,,,
21245,58573,63742,77697,180247,225114,,
41084,78227,,,,,,
45496,64668,27448,33231,,,,
44027,66993,,,,,,
54000,85708,13020,62604,,,,
12742,16921,,,,,,
53300,58143,,,,,,
185707,213235,102296,112282,,,,
66212,76519,,,,,,
14106,22280,,,,,3,48024
30000,36783,,,,,,
2067,25306,,,89686,99956,,
133775,182048,124550,168148,,,,
107299,110905,,,,,,
57343,82872,,,,,,
123255,160958,,,,,,
120829,136179,,,,,,
149204,195536,,,,,,
16433,38025,190641,230041,,,,
44409,80458,,,,,,
14130,53087,,,,,,
98280,108795,101223,109784,,,,
27753,42317,,,,,,
81313,116695,,,100416,105419,,
33124,63956,,,,,,
84809,131802,59802,100592,,,,
72832,93015,112889,147229,,,,
12642,50923,71751,86158,,,,
81000,105538,32000,64011,,,,
2387,42306,3871,21765,,,,
65987,87783,,,,,,
17997,37989,,,,,,
40139,74490,111001,152067,,,,
229,27533,,,,,,
69736,102641,103280,129804,,,,
62210,63994,,,,,,
119,13079,,,,,,
23608,32230,,,,,,
12759,21653,,,,,,
62512,84623,,,,,,
107800,118027,47488,67264,,,,
9465,25413,31774,80420,,,,
5226,38111,5817,41917,,,,
14166,29022,,,,,,
13444,61816,,,,,,
107122,109016,100228,114901,,,,
100319,122801,190269,220552,,,,
150720,168141,3906,17317,,,,
65508,92532,,,32694,67278,,
39373,48189,42698,62769,,,,
67617,88505,,,,,130565,175365
162240,179341,,,,,,
81426,96491,,,,,,
78451,100718,,,,,,
121762,137652,12524,41916,,,,
112487,152980,,,,,,
50868,87973,37530,39787,,,,
40806,85977,57142,57170,,,,
0,2498,,,,,,
69980,84743,,,,,,
166000,191417,,,,,,
22665,40970,10722,47070,,,,
31313,31583,52928,54536,,,,
44312,58977,,,,,,
20181,52157,,,,,,
120052,168381,46117,67526,85783,115976,,
94235,140908,27074,57585,,,,
151195,160370,,,,,,
13304,31940,,,,,,
126394,128022,50000,77082,,,,
60000,82712,,,,,,
83715,95819,,,,,,
265,4024,86000,120116,,,,
154019,200727,62846,87644,,,,
127241,171700,24148,73028,,,,
140952,155247,,,,,,
45296,68837,57034,102221,33683,59605,,
90000,132472,7000,46718,,,,
5318,16411,,,,,,
100,40937,91676,117542,,,,
17884,55997,,,,,,
39412,80682,,,,,,
54200,101044,89200,89855,,,,
7688,31461,57666,82752,,,,
52158,67704,,,,,,
101000,140542,,,,,,
118955,122221,,,,,,
62338,63327,42907,58183,,,,
57,1354,17000,51165,,,,
4393,24435,,,,,,
124756,132510,,,,,,
114284,126745,,,,,,
154242,177649,,,,,,
93965,141616,80000,128141,,,,
71640,95033,,,,,,
5100,29820,21000,40003,,,,
128199,138355,43173,76569,,,,
24790,52050,59622,64868,,,,
229717,231985,75231,76914,,,,
68123,107096,10746,32533,,,,
29873,66165,,,,,,
53501,92765,70945,102564,,,,
104345,110620,37097,47963,,,,
56857,92069,,,,,,
673,11687,126858,169114,,,,
188259,200761,,,,,,
31000,51989,2600,39917,,,,
15872,40586,89793,100856,,,,
116703,146106,44335,92834,,,,
47438,69672,,,45832,76714,,
24164,40088,,,17970,32723,,
60985,96715,58625,75718,,,,
39,31774,,,,,,
188763,216467,111464,132675,,,,
38675,74953,28427,62112,,,,
90813,91318,54371,65572,,,,
20001,58074,73,29748,,,,
52961,84040,59948,81364,,,,
111807,131452,,,,,,
21499,42357,,,33117,56872,,
39501,63582,,,,,,
140898,167283,76073,93988,,,,
1600,29637,,,,,,
95097,142041,480,30322,,,,
59323,66057,50966,93993,,,,
129966,157685,,,32233,67472,,
42706,72939,,,,,,
405,45810,21566,44207,,,,
3668,22655,101476,102384,,,,
47161,82155,,,,,,
69797,118941,,,,,,
44668,71056,,,,,,
39049,50423,52077,77033,,,,
2206,4716,159049,208494,,,,
8500,39731,,,,,,
17510,52258,18363,34199,,,,
129129,153492,,,,,,
50,18748,17500,56026,,,,
14,47149,18125,43023,,,,
73988,92952,,,,,,
53609,61806,,,,,,
21000,70058,,,,,,
83346,97418,89794,100697,32927,76770,,
4827,26819,8647,23772,,,,
932,2522,718,42113,,,,
31756,78445,,,,,1054,27670
43489,73963,,,,,,
10000,52400,,,66,10764,,
4,46556,,,,,,
104827,139753,54152,97490,,,,
23400,28876,,,,,,
18824,39179,,,27137,72152,,
30000,48986,,,,,,
63810,104527,,,,,,
30242,53288,,,,,,
60755,65782,,,,,,
8046,11566,,,,,,
41371,74065,,,,,,
38992,48435,,,,,,
163704,209750,36409,84874,,,,
57465,77891,,,24039,35389,,
169684,191295,,,,,,
108700,129991,34000,73614,87000,87729,,
19384,25086,,,,,,
5733,21444,4740,16890,,,,
46847,55955,35520,52938,,,,
37218,79666,,,,,,
