wk2_control,wk2_control,wk2_control,wk2_control,wk2_control,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk10_control,wk10_control,wk10_control,wk10_control,wk10_control,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk14_control,wk14_control,wk14_control,wk14_control,wk14_control,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas
2.1467,2.8623,1.4312,1.4312,2.1467,0.71558,2.1467,1.4312,2.1467,2.1467,0,0,0,0,0,1,0,0,0,0,5.7247,3.5779,2.8623,5.7247,2.8623,2.8623,3.5779,3.5779,4.2935,3.5779
1.7437,0.65214,1.7437,1.9611,2.1878,1.0869,0,2.6179,1.7437,1.7437,0.65214,0,1.0869,0.21738,0.21738,0.21738,1.9564,0,0,2.3912,0.86952,1.9564,1.5217,3.9222,3.0527,2.3912,3.4921,3.048,3.9222,1.5217
0.22751,1.0894,1.7856,2.117,0.061816,1.1512,1.7856,1.1839,0.98553,1.4114,0,0.86189,0,2.6725,0,0,4.3095,0,0,4.3963,2.4063,1.6062,3.155,1.4405,2.1788,3.1643,4.088,3.7139,2.6475,2.1986
2.2688,3.2412,0.97236,2.593,0.97236,0.97236,0.97236,3.2412,1.6206,4.8618,0.32412,1.2965,0.64824,0.64824,1.2965,1.2965,0.64824,0.97236,0.97236,1.9447,7.4548,8.7513,5.5101,6.1583,2.2688,3.8895,3.2412,3.8895,2.2688,4.2136
7.9855,7.4851,3.7066,3.7066,2.949,3.7066,6.4642,3.7066,2.7785,3.7066,0.62172,0.62172,0,0,0,0,0,0,0,0,9.1573,10.764,6.7915,6.6704,3.5855,8.7778,7.6939,7.171,7.1563,8.6567
0,1.8087,1.3565,1.8087,0.90433,0.45217,3.6173,0,0.90433,1.3565,0,0.45217,0.90433,3.1652,6.3303,9.4955,0,8.5912,4.5217,1.8087,2.2608,3.1652,1.3565,3.1652,1.8087,0.90433,1.3565,3.6173,1.8087,2.2608
1.4662,3.6655,2.1691,1.4662,1.4662,1.4662,4.9324,2.4662,2.1993,4.6655,0,0,0,0,0,0,0,0,0,0,4.3986,5.1317,4.3986,5.8648,2.1993,4.3986,4.3986,3.6655,5.1317,4.3986
2.9337,1.4895,2.2342,2.2342,2.2342,2.1889,2.2342,1.4442,2.2342,0.74473,0,0,0,0,0,5.2131,0,0,0,0,2.9789,2.2342,2.9789,3.7236,2.2342,3.7236,2.2342,4.4231,3.7236,2.9789
1.975,0,2.1964,0.95207,3.4407,2.4887,0,0,2.4887,0,0.14613,0.29226,1.5366,3.2443,0.29226,2.4887,1.2443,0.29226,0.58453,3.2443,1.2443,2.6348,3.1485,3.4407,5.1987,2.3425,1.5366,3.1485,1.3905,3.2946
3.2489,3.9342,6.6898,5.216,5.127,5.6992,2.2818,6.7788,7.6898,6.6898,0,0,0,0.68535,0,0,0,0,0,0.68535,8.568,15.258,11.648,12.605,6.2066,8.6711,7.6016,9.0747,11.728,7.9716
2.7697,3.6929,6.4626,1.8465,1.8465,0.92323,3.6929,3.6929,3.6929,3.6929,0,0,0,0,0,1.8465,0,0,0,0,12.925,15.695,15.772,12.925,9.2323,14.849,10.156,17.618,8.3091,10.156
5.8939,4.9116,4.9116,6.8762,4.9116,6.8762,6.8762,7.8585,4.9116,7.8585,0,0,0,0,0,0,0,0,0,0,13.752,14.735,12.77,8.8408,9.8231,12.77,14.735,14.735,9.8231,13.752
4.141,2.4359,3.4095,4.3831,4.141,4.3831,0.97286,4.8725,3.8996,4.8725,2.1871,0.4827,0.4827,0.96541,0,0,0.4827,0,0,0.24135,5.356,9.7442,9.2541,7.5769,6.3355,6.0934,8.2887,8.0399,9.2615,7.5572
1.8095,1.8095,5.1269,3.9206,3.619,5.4285,2.7142,4.9206,4.5237,4.8253,0.30158,0.30158,0,0.90475,0,0.30158,0,0,0,0.60317,8.1427,10.651,11.857,9.0475,8.4443,8.1427,6.6348,8.7459,7.238,8.7459
6.5624,3.2812,5.7421,7.3827,9.0233,6.5624,2.4609,8.203,7.3827,8.203,0,0,0,0,0,0,0,0,0,0,13.945,16.406,16.406,15.586,13.945,13.125,17.226,17.226,11.484,13.125
1.3737,0.91213,1.2613,1.4309,1.7013,1.3429,0.55218,2.2861,1.7256,2.0106,0.7009,0.5913,0.72773,0.75937,0.091723,1.0676,0.65764,0.10066,0,1.6515,3.8284,3.9675,3.2401,3.6456,2.9766,3.8882,3.3049,4.4886,3.0387,2.9507
3.3005,1.2705,2.7897,3.3005,4.8332,3.5492,0,6.8498,4.571,6.3524,0,2.0435,0.51088,0.51088,0,0.75959,0.51088,0.51088,0,0.75959,4.571,10.15,8.3824,10.164,4.8197,5.0819,10.177,6.8498,5.8415,5.0819
3.4591,0.66771,8.2137,4.6739,10.257,13.555,0.66771,7.4654,3.4591,1.456,0.66771,1.3354,0.66771,4.0062,0,0.66771,0.66771,0,0,0,2.6708,6.998,11.833,8.3743,2.7914,4.1268,1.3354,5.4622,2.6708,4.1268
2.7662,5.5325,3.3195,1.6597,4.426,3.8727,2.213,3.3195,2.213,2.7662,0,0,0,0,0,0,0,0,0,0.55325,4.9792,5.5325,9.4052,3.8727,3.3195,5.5325,3.3195,5.5325,2.7662,2.7662
3.0828,2.2149,1.7237,2.24,3.7726,2.0835,2.24,2.7732,2.7481,2.5522,0.51634,0,0.51634,0.51634,0.17211,0.17211,0.17211,0,0,0.86057,5.1352,4.8329,3.463,3.7439,3.2394,4.8568,5.1508,6.0654,4.5113,3.9962
3.8263,4.3046,2.3914,3.348,3.348,3.8263,2.8697,2.8697,2.3914,2.8697,0,0,0,0,0,0,0,0,0,0,3.8263,7.6526,6.696,7.1743,3.8263,6.2178,3.8263,5.7395,4.3046,6.2178
1.2876,1.0512,1.8804,1.7479,1.5384,1.8786,0.87552,1.8243,1.2862,1.3117,0.58686,0.35854,0.41705,0.60522,0,0.67061,0,0.18974,0,1.029,2.2399,2.7831,3.4578,3.7195,1.5562,2.3786,2.5668,2.687,2.8124,2.6741
1.9054,2.1296,1.1208,1.6813,1.4571,1.2329,2.4659,1.5692,1.5692,2.1296,0,0,0,0,0,0,0,0,0,0,3.3625,2.8021,2.0175,3.2504,2.8021,2.69,4.7075,3.4746,3.9229,3.0263
4.0268,1.6107,2.4161,4.0268,3.2215,2.4161,0.80537,4.0268,2.4161,3.2215,0.80537,0,0.80537,0,0,0.80537,0.80537,0,0,1.6107,2.4161,4.8322,4.0268,6.4429,4.8322,4.0268,4.0268,4.8322,2.4161,1.6107
1.4987,2.523,0.44342,1.7737,2.2171,1.7737,4.4342,1.6362,0.44342,1.7737,0,0.74934,1.3303,0.74934,0,4.6026,0,0.88684,0,0.74934,5.9329,3.8533,3.4099,2.2171,3.8533,5.1836,1.3303,2.523,2.2171,2.523
3.7114,0.79195,1.7651,1.7651,3.5302,0.79195,0,1.5839,3.5302,3.5302,0.79195,1.5839,0,0.79195,0,1.5839,0.79195,0,0,1.5839,5.2953,5.1141,3.5302,6.0873,6.0873,3.349,7.0605,2.3758,6.0873,4.3222
1.7931,0.71043,4.8829,2.5035,2.5035,3.4621,0.71043,4.6688,2.6276,3.7102,1.4209,0,0,1.4209,0,0,0.71043,0,0,0.71043,5.1651,6.8341,6.3378,5.5373,4.2065,4.2065,7.9728,7.5445,7.1383,2.6616
2.7506,3.4383,3.4383,2.7506,4.126,4.126,2.7506,4.8136,1.3753,2.7506,0,0,0,0,0,0,0,0,0,0,5.5013,7.5643,6.1889,9.6272,6.1889,5.5013,8.2519,6.1889,6.1889,4.126
2.1152,2.1152,2.5707,2.1693,2.5166,2.1152,1.2583,2.9721,4.3735,2.1693,0,0,0,0,0,0.91099,0,0,0,0.4014,4.6318,4.6318,4.2845,5.5428,4.1763,4.6859,4.6318,4.74,4.6318,4.2304
0.30623,0.30623,1.2124,1.2124,0,1.2124,0.30623,0.9062,0,0.9062,1.1999,1.7999,1.7999,1.1999,1.7999,1.1999,0.59997,2.3999,0.30623,1.1999,1.2124,1.5062,1.8124,1.2124,1.5062,1.8124,0.9062,2.4249,1.5062,2.1186
0,0,0,0,1.4657,1.6635,0,1.6635,3.4081,2.5358,1.1869,1.5825,0.79126,1.3847,0.19781,2.4548,0.98907,0.19781,0.19781,1.1869,2.338,5.0716,3.1292,1.3847,1.1869,2.7336,4.0015,2.257,3.1292,7.4906
4.612,1.0025,5.9474,5.9231,4.9103,5.13,2.6845,3.9491,5.2799,4.9335,0,0,0,0,0,0.095651,0.32312,0,0,0.40069,11.377,10.393,9.7893,6.6644,4.5472,7.9823,8.9731,11.549,7.2498,12.004
2.2338,4.4675,2.6805,1.3403,3.574,3.1273,1.787,2.6805,1.787,2.2338,0,0,0,0,0,0,0,0,0,0.44675,4.0208,4.4675,7.5948,3.1273,2.6805,4.4675,2.6805,4.4675,2.2338,2.2338
2.0747,1.3782,2.0178,2.0562,3.4215,1.9627,1.9968,2.8007,4.2587,4.4099,0.43802,0.47168,0.67926,0.46237,0.17715,0.51638,0.46223,0,0.048485,0.70835,3.5115,3.827,3.9361,4.6089,4.5636,4.043,4.6934,4.2001,3.2966,3.9451
1.5855,1.5855,1.8541,1.8541,1.5985,2.1227,1.8541,2.1227,2.1227,1.0483,0.26674,0.25556,0,0.78904,0,0.51112,0.26674,0,0,0.25556,2.3783,3.1841,4.514,3.9899,2.9024,2.9024,3.4527,3.7213,2.3783,3.7082
3.0146,2.4581,2.6342,2.6436,3.2094,3.4043,6.1583,4.4984,3.1907,1.9017,0.74191,0.37096,0.18548,0.37096,0.18548,0.92739,0,0.18548,0,0.18548,5.083,6.4001,8.283,4.7308,4.8975,6.9378,5.0642,6.7523,4.5172,5.0642
1.3133,2.1889,1.3133,1.3133,1.5322,1.0944,1.5322,1.3133,1.7511,1.97,0,0,0,0,0,0,0,0.21889,0.21889,0,3.0644,2.8455,1.97,2.8455,2.1889,1.3133,2.6266,2.6266,2.4077,2.4077
0.98875,0.91639,1.3243,1.4501,1.6175,1.5093,1.4673,1.0241,1.0754,1.1892,0.68294,0.77169,0.84689,0.67286,0.30922,1.5871,0.80123,0.25544,0,1.4816,2.4477,2.1047,1.9299,2.0606,2.7007,2.6512,2.5692,2.6215,2.2496,2.9014
1.0501,0.62453,1.427,1.1811,1.3178,1.4187,0.59722,1.34,2.0594,1.7034,0.66113,0.70091,0.61625,1.2222,0.30507,1.352,0,0,0,0.95076,2.3622,3.2492,3.1652,2.6627,2.1473,2.5571,2.8858,3.2341,2.3006,3.5421
0.98619,0.56722,1.231,1.0403,1.0666,1.1908,0.5098,1.217,1.8375,1.4493,0.76322,0.76671,0.75511,1.3703,0.34216,1.3906,0.38844,0,0,1.124,1.9829,2.8536,2.7445,2.4184,1.983,2.1272,2.3931,2.6118,2.1222,2.8916
1.563,1.3285,1.4848,1.7193,2.11,1.563,1.7974,1.9537,2.0318,2.1881,0,0,0,0,0,0,0,0,0,0.46889,4.22,3.8292,3.5167,2.9696,2.5007,3.5167,3.3604,3.0478,3.4385,3.5167
5,0,5,4,4,4,1,5,9,5,0,0,0,0,0,0,0,0,0,0,11,14.906,11.906,9,9,15,14.906,11,13,14.906
1,0,4,3,3,3,1,4.8127,3,4,0,0,0,0,0,0,0,0,0,0,11.813,8,8,7,7,9,5,8,8,8
3,2,4,6,2,7,0,1,3,6,0,0,0,0,0,0,0,0,0,0,10,8,9,6,8,10,11,11,10,14
5,3,1,3,4,4,0,2,4,4,0,0,0,0,0,0,0,0,0,0,7,9,6,9,8,6,8,6,6,3
1.908,0.90795,3.7514,7.443,6.6916,2.7514,1,7.351,5.7837,6.4753,0,0,0,0,0,0,0,0,0,0,9.4753,8.5028,11.194,12.259,16.043,14.886,13.259,14.01,11.978,13.319
1,1,5.9477,4,3,5.9477,0,7.9477,4,7.9477,0,0,0,0,0,0,0,0,0,0,9,12.895,6.9477,9.8953,5.8953,7.8953,8.8953,13.895,5.9477,10.895
1,0,1,3,1,1,0,4,2,3,1,0,0,0,0,0,0,0,0,0,8,6,5,7,5,5,6,8,6,4
2,0,1,2,1,2,0,3,3,2.9808,0,0,0,0,0,1,0,0,0,0,7,7,4,2,5,9,6,5.9808,7,4
4,1,3,6.7255,1,3,0,4,2,3,0,0,0,0,0,0,0,0,0,0,7,9,8,8.7255,4,5,7,7,4,4
0,5.3187,2,1,0,2,1,3.3187,0,2,0,0,1.6375,0,0.31873,0.63746,0,5.2749,0,0,3.3187,4,6.6375,11.956,1.3187,5.6375,3.3187,30.275,2,6.3187
4.8374,1.9949,9.8272,7.8323,6.9746,5.7002,0,10.822,5.8374,12.68,0,0,0,0,0,0,0,0,0,0,12.67,13.959,16.817,20.792,11.975,18.66,15.954,18.512,10.827,13.522
4.5169,4.5964,2.9205,8.5169,3.5964,7.0615,1,3.3807,1.4602,3.5964,2.676,0,0,0,0,0.46023,0,0,0,0.46023,4.3807,8.5545,7.3807,2.9205,6.4134,3.3807,0.92047,3.8409,3.5964,0.46023
5,0,4,3,5,5,0,5,1,1,0,0,0,0,0,0,0,0,0,1,2,2,5,2,3,3,4,3,2,2
1,1,1,2,1,1,0,3,1,6,0,0,0,0,0,0,0,0,0,0,9,7,6,7,4,5,1,2,3,2
3.1702,2.5697,9.4341,12.865,7.3558,7.9563,0,22.223,6.8329,18.114,0,0,0,0,0,0,0,0,0,0.8464,5.4161,15.543,15.729,28.102,16.869,19.822,23.839,27.622,26.423,10.544
7.122,9.87,7.496,3.748,15.618,11.87,2.748,2.748,1.374,2.748,0.374,0,0,0.374,0.374,2,1.122,0,0,0,0.374,2.374,0.748,1.748,1.374,0.748,3.122,1.748,2.748,3.374
0,1,1,1,2,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,2,2,5,2,2,2,2,3,2,2
3.2744,3.2744,1,1,1.6372,2.6372,1.6372,2,0.63721,3.2744,0,0,0,0,0,0,0,0,0,0,5.1861,5.2744,6.2744,1.6372,2,6.2744,1.6372,4.6372,4,3.6372
0,0,0,2,0,0,0,1,1,2,4,4,2,2,2,2,2,0,0,2,2,1,1,2,1,2,0,0,0,2
2,1,1,2,1,2.9778,0,3.9556,2,3,0,0,0,0,0,0,0,0,0,0,3,2,3,5,3.9778,5.9556,4.9778,4,5,2.9778
1.329,1.0036,2.6545,1.329,6.1763,2.3369,0.32118,2.8194,5.5018,2.8508,0,0,0,0.48177,0,0.16059,0.32118,0,0,0.48177,3.3283,4.0071,4.3683,4.3283,3.9793,1.1241,9.2313,4.666,5.1442,4.6538
3.9918,0,1.9918,6.951,1.9918,4.9673,0,2.9918,4.9755,3.9837,0,0,0,0,0,0,0,0,0,1,2.9918,7.9755,4.9837,5.9673,11.943,12.926,11.959,4.9837,5.9755,2.9918
6.6664,2.7811,6.0575,4.6498,8.3638,5.4659,0.97646,5.2775,12.179,10.795,0.30135,0,0,0.30135,0,0,0,0,0,0.30135,7.5963,14.399,10.114,13.53,12.544,10.487,20.795,10.185,13.509,17.254
0,0,1,0,0,0,0,1,1,2,1,1,3,3,0,0,0,0,0,1,1,2,3,3,3,3,2,2,3,3
3,1,3,3,2,5.1969,1,3,3,2,0,0,0,0,0,0,0,0,0,0,2.639,6.639,7.9171,6,1,1,1,7.639,0,3
1.8744,1.8744,4.8117,1.9372,1.9372,1,0.93722,6.6861,2.8744,12.372,0,0,0,0,0,0,0,0,0,0,33.179,19.058,9.5605,15.309,2.9372,16.309,7.6233,7.6861,1.8744,6.8117
1,1,2,2,2,2,0,3,1,3,0.49147,0,0,0,0,0,0,0,0,0,6,3,5,6,2,3,2,3,3,1
1,0,1,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,3,4,4,5,3,4,3,4,4,3
2,1,1,1,1,1,1,0,0,2,3,0,0,3,0,1,3,0,0,1,6,3,3,2,0,2,0,2,0,0
1.9621,3.9242,1.9621,1.9621,0.9621,1,1.9621,0.9621,0.9621,0.9621,1.9242,0.9621,1.9242,0,2.8863,6,0.9621,10.81,10.81,0,5.8863,2.9242,1.9621,0.9621,1.9242,5.8863,0.9621,3.9242,1.9242,0.9621
1,3,0,0,2,0,0,0,0,0,0,1,2,0,2,2,0,3,2,0,2,3,1,2,1,1,1,3,1,2
1,2,1,1,2,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,3,2,3,2,4
1,0,3,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,5,2,1,3,3,6
1.2527,0.62635,2.6264,3.2527,2.8791,3.2527,0,6.1318,2.8791,7.1318,0,0,0,1.2527,0,0,0,0,0,0.62635,4.5054,5.3845,5.5054,7.6372,7.3845,6.1318,3.1318,8.7581,4.1318,6.5054
1.4973,0.74604,8.1203,10.403,10.701,2.8718,2.4921,4.4134,7.4526,0.70686,0,0,1.7512,0,0,1,0,0,0,0,1.4137,0.74604,4.4186,13.583,11.534,6.7828,15.866,17.478,8.6175,11.447
5.8892,0,1.8266,2.4355,2.4355,4.2803,0,5.2621,3.6532,6.4981,0.60887,0,0,0,0,2,0,0,0,0,8.9335,7.734,7.7158,8.6976,9.7158,10.17,7.3064,10.306,5.4798,3.0443
2,1,1.9011,2,1.9011,1.9011,0,2,1.9011,2.9011,0,0,0,0,0,0,0,0,0,0,4.8022,5.8022,3.9011,5.8022,4.8022,1.9011,3.8022,4.8022,2.9011,1.9011
3.2707,1.6353,11.447,6.7237,8.9944,11.63,0.81767,14.083,14.718,17.171,0.81767,0,0,0.81767,0,0,0.81767,0,0,0.81767,20.442,27.983,29.619,30.619,16.536,25.53,28.166,32.889,29.348,23.077
1.6583,0,3.3646,4.1938,4.1938,3.3646,0.82916,4.1938,3.3646,6.9,0,0,0,0,0,0,0.8771,0,0,1.7063,16.192,10.827,7.5584,9.3396,9.3875,10.046,11.046,11.046,9.2646,9.9979
3.5926,2.7284,3.5926,2.7284,0.86419,5.3209,3.5926,4.4568,4.5926,5.4568,0,0,0,0,0,0,0,0,0,0,4.4568,9.1851,7.1851,4.7284,8.3209,5.3209,2.7284,6.4568,1.7284,3.5926
1,2,1,1,1,1,2.6893,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,3.6893,2,2.6893,2,1
2.6804,1.7884,6.1845,3.556,2.6285,7.0247,0,0,6.0973,3.4169,0,0,0,0,0,1.8548,0,0,0,0,1.8402,6.3443,8.0973,5.2571,1,6.1119,6.3961,3.4169,2.6804,4.4687
2.7472,0.87359,2.7472,2.7472,2.7472,2.7472,0.87359,2.7472,1.8736,1.7472,0,0,0,0,0,0,0,0,0,1,4.6208,4.4944,5.4944,4.4944,4.7472,5.4944,2.7472,6.4944,3.6208,4.4944
0.69542,1,3.3908,3.3908,3.0862,5.0862,2,4.0862,1.3908,2.7817,0,0,0,0,0,0,0,0,0,0,6.8679,5.8679,4.7817,3.0862,2.0862,4.7817,5.8679,7.1725,3.7817,7.4771
4.8578,3.8578,1.4289,2.8578,2.4289,3.1433,4.1433,6.2866,0,2.8578,0,0,0,0,0,0.71444,0,0,0,0,7.7155,5.2866,3.5722,6.2866,4.1433,4.5722,2.4289,6.7155,3.1433,2.8578
1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,1,2,0,1
0.90041,1.0903,1.5405,2.9907,2.9907,1.3506,0.90041,2.3506,1.9907,0.64005,0,0,0.90041,0.4502,0.4502,2.7012,0.90041,0.4502,0,3.1514,2.7303,2.5405,1.0903,3.9202,4.4606,3.4409,7.5509,4.4409,3.3506,8.5218
2.5715,1,1,1,2.5715,1,1,0,2.5715,1.7858,0,0,0,0,0,0,0,0,0,0,2,3.5715,2.7858,2,2.7858,2,3.5715,2.7858,4.3573,3.5715
2.5307,1,0.76533,0.76533,1.7653,0,1.9274,1,2.5307,0.76533,1.9637,1.9637,1.9637,0.96368,0,7.349,5.8184,0,0,4.6927,1.9637,1.7653,0,1.7653,0.76533,1,3.8266,2.5307,0,3.729
1.102,1.2768,1.3714,1.5463,1.7431,1.204,0,1.3788,1.7431,2.204,0,0,0,0,0,0,0,0,0,0,3.1427,3.2968,2.1697,2.5828,1.3788,2.2426,2.4287,2.8929,2.5828,2.306
2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,3,1,2
1,0,1.5052,1.5052,1,0.50518,1,2.5052,2.5052,3.0104,0,0,0,0,0,1.0104,0,0,0,0,2,2,1,2.5052,1,2.5052,3,2.0104,1.5052,2
1.6539,0.52098,1.522,1.4538,1.637,0.98406,0.25491,3.167,1.3798,1.9726,0.63729,0.57356,0.4461,0.51206,0.19119,0.57802,1.3824,0.12746,0.12746,1.8989,1.8281,2.7193,2.7007,3.1891,2.7933,1.7241,3.7584,4.0226,2.1067,2.3001
0.57811,0.45406,2.4407,1.1695,2.6032,1.1695,1.152,5.8864,0.86119,0.93123,0.87271,0.84924,0.73117,0.99675,0.7077,1.0395,1.0142,0.28308,0,1.3033,3.9582,2.2978,2.3228,4.6059,1.8892,1.3503,3.4878,6.9174,2.7241,1.8832
0,0.95261,0,2.8578,0,1.9052,1.9052,3.8104,0,0.95261,3.9052,3.9052,3.9052,3.9052,0,2.9526,0.95261,0,0,3.9052,5.7631,1.9526,3.8104,4.7631,2.9052,2.8578,0.95261,3.8104,1.9052,2.8578
0,0,1.9352,2.9352,0,2.9352,0.93523,1.9352,0,1,2.8057,1.8705,1.8705,1.8705,0.93523,1.8705,0.93523,1.8705,0,0.93523,2.9352,0,1,1,0,2,1,2.9352,1,2.9352
1.0939,1.0939,0,0.59411,1.0939,1.0939,0,0.59411,0.59411,1.0939,2,1,3,3,2,2.9995,3,1,1.4998,2,2.6875,2.1877,1.0939,0.59411,1.1882,0.59411,0,0,0,0.59411
2.9215,2.215,5.8937,5.1244,1.9089,6.7971,0.77232,7.1012,4.4274,7.8037,0,0,0,0.53667,0,0,0,0,0,0,10.161,9.1885,10.926,7.273,8.0317,12.404,8.7513,9.0517,8.2162,8.2198
2.7504,2.7504,1.7504,2.7504,3.1879,3.6255,0.87518,4.9383,1.8752,1.7504,0,0,0,0,0,0,0.43759,0,0,0.43759,3.6255,4.0631,5.3759,6.8135,4.1879,4.5007,5.0631,6.3759,4.0631,4.9383
1.515,2.9045,2.4831,2.4831,0.27341,0,3.1779,1.2416,1.515,4.1461,1,0,0,1,0,5.8408,0,0,2.9045,2.9682,5.1142,5.809,0.27341,2.7566,0.96817,4.1461,2.0618,0.27341,0.27341,2.4831
1.6048,0.76275,1.6195,2.1419,1.6823,2.8984,0.37499,3.8179,1.3843,2.6534,0.73017,0.65715,0.51112,0.58669,0.21905,0.66226,0.4381,0.14603,0.14603,1.1128,4.446,5.3555,4.9868,3.9984,2.8614,5.072,4.0574,5.2789,3.1387,4.3789
3.1068,1.5534,1.5534,2.0712,2.0712,4.6602,0.5178,5.6602,3.589,5.1424,0.5178,0,0,0,0,0,0,0,0,0,8.2492,9.8026,8.2492,9.767,8.767,8.2492,9.2848,10.32,6.2136,7.2136
3.0897,3.8621,0.77242,1.931,2.7035,1.5448,3.8621,3.0897,1.931,3.4759,0,0,0,0,0,0,0,0,0,0,5.0207,5.4069,3.8621,4.6345,3.0897,4.2483,5.4069,4.2483,5.0207,3.0897
3.7832,2.8374,4.729,5.6748,1.8916,5.6748,0.94579,2.8374,5.729,3.7832,0,0,0,0,0,0,0,0,0,0,3.7832,5.729,7.5663,5.6748,7.5663,6.6205,14.187,8.5663,12.35,11.404
2.4575,0.55625,2.9828,2.4395,2.9053,1.712,0.90124,2.0815,3.681,3.9828,0.59946,0,0,0.94445,0,0.59946,0,0,0,1.8889,4.3088,4.4779,4.2557,7.4019,5.4012,5.1871,8.6083,7.707,6.0144,10.355
1.7514,0,4.5028,3.6452,2.6452,3.6452,0,8.0755,1.7514,2.7514,2.6815,0,1.7877,0,0,0.89384,6.1843,0,0,7.0056,0,1,1,3.6452,2,0,1,2,10.793,0
1.0483,0.54402,3.6973,1.8954,1.4988,2.3459,0.59783,1.8954,2.7963,3.6973,0.90093,0.90093,0,1.3514,0,0.90093,0.45047,0.45047,0,0.90093,3.7908,6.9441,8.2955,5.6465,2.0428,2.5471,4.7994,3.448,2.4932,4.2951
0.75265,0,0.75265,1.7527,0,1,0,4.0106,0,2.258,1.5053,1.5053,2.258,3.0106,1.5053,1.5053,1.5053,0,0,1.7527,2.7527,2.5053,6.0106,1.5053,0,4.0106,0,4.0106,0.75265,1.7527
6.672,1.3449,7.0967,4.4359,8.1481,5.9422,0.52587,5.5398,12.924,10.276,0.16229,0,0,0.16229,0,0,0,0,0,0,6.576,14.106,8.2873,11.295,8.813,10.002,17.403,10.225,14.502,14.763
1.2797,2.2294,0.9066,1.2797,1.6527,1.2797,1.8132,1.2797,1.2797,3.2294,0,0.4162,0.4162,0.4162,0,0.53354,0.4162,0,0,0,4.0426,2.8803,3.2534,4.3467,3.5522,3.136,2.7198,2.5593,1.6527,2.2294
1.763,1.6745,1.8959,2.1688,1.8073,2.2131,0.99584,2.2573,1.4901,2.486,0,0,0.22139,0,0,0.17711,0,0,0,0,3.9318,4.6548,3.0688,4.9277,2.4345,4.0204,2.9803,4.0647,3.5704,3.7032
2.63,0.82791,4.882,4.6502,4.0541,8.4862,0.82791,11.813,0.82791,5.7707,5.4837,0,0,1.6558,0,0.9742,0.82791,0,0,0,8.8901,9.4604,11.566,12.288,2.4837,6.088,2.4837,10.813,6.088,4.2859
0,0,3.5217,3.5154,1.8135,2.5244,0.17462,8.8059,0.50484,1.9882,2.1592,0.3429,0.33656,1.0287,0.33656,0.33656,0.50484,0,0,1.5112,2.9791,2.1501,5.6467,4.1887,3.322,6.5134,2.0133,3.0232,2.3625,3.6712
1.7067,1.1378,1.1378,1.1378,2.2755,1.7067,0.56889,3.4133,2.2755,3.8444,0,0,0,0,0,0,0,0,0,0,5.9822,4.5511,2.7067,2.8444,2.2755,2.2755,3.9822,3.4133,2.8444,2.8444
1.9255,1.757,2.2432,2.8786,3.1963,2.5609,0.80391,3.8786,3.8317,4.8317,0,0,0,0,0,0,0,0,0,0.48622,7.4948,8.3456,5.271,4.9533,5.7572,5.7572,6.5417,7.3926,3.3648,4.0002
5.5174,0.90933,8.2454,9.0933,6.3653,6.4268,0.90933,7.2746,7.3361,11.035,1.8187,0.90933,0.90933,0,0,0,0.90933,0,0,0.90933,16.491,18.371,15.582,15.582,11.883,20.219,17.339,15.582,16.459,20.219
0,0,4.081,4.6618,0.8162,3.2818,0,4.9142,2.4486,6.8714,1.6324,0.8162,0.8162,0.8162,0,1.6324,4.8972,0,0,3.2648,4.6448,2.4486,0,3.2648,2.4486,5.7304,5.7134,3.2818,2.4486,3.2648
2.5262,1.497,1.7777,1.5906,1.7777,1.497,1.7777,1.5906,1.497,0,0,0,0,0,0,0,0,0,0,0,3.0876,3.0876,2.8069,3.2747,2.1519,3.0876,4.1168,2.9004,3.4618,3.7425
0.52159,0,1.0432,0,0.52159,0,0,1.0432,1.0432,1.0432,2.0864,0.52159,2.0864,1.0432,1.0432,1.5648,3.6511,1.0432,0,3.6511,1,0.52159,0.52159,1.0432,1.0432,0,3.1295,1.0432,1.5648,1.5648
1.9185,1.279,1.279,1.9185,1.9185,1.9185,0.63949,2.5579,1.9185,1.9185,0,0,0,0,0,0,0,0,0,0,3.1974,3.1974,3.1974,4.4764,1.9185,3.8369,3.8369,3.1974,3.8369,1.9185
1.2311,1.4798,1.2387,0.86838,1.2311,1.2387,1.374,0.687,1.0498,2.1383,0,0.18138,0,0,0,0.32425,0.18138,0,0,1.0213,2.5295,2.1199,1.0113,1.547,2.5968,2.1668,3.0268,1.804,2.2625,1.8373
